gsis_id,pff_id
00-0029937,8330
00-0030377,8331
00-0030339,8332
00-0030167,8333
00-0029901,8334
00-0029780,8335
00-0030399,8336
00-0030333,8337
00-0029912,8338
00-0030030,8339
00-0030374,8341
00-0029911,8342
00-0030248,8343
00-0030570,8344
00-0029916,8345
00-0029833,8346
00-0030237,8347
00-0029765,8348
00-0030227,8349
00-0030264,8350
00-0030234,8352
00-0030272,8353
00-0029777,8354
00-0030258,8355
00-0030307,8356
00-0030056,8357
00-0030140,8358
00-0030275,8359
00-0030323,8360
00-0030294,8361
00-0030185,8362
00-0030371,8363
00-0030273,8365
00-0029969,8367
00-0030213,8368
00-0030343,8369
00-0030146,8370
00-0029970,8371
00-0030482,8372
00-0030157,8373
00-0030419,8374
00-0029915,8376
00-0030260,8377
00-0030010,8378
00-0029862,8379
00-0030233,8380
00-0030174,8381
00-0029930,8382
00-0030353,8383
00-0030367,8384
00-0030133,8385
00-0030322,8386
00-0030132,8387
00-0029757,8389
00-0030039,8390
00-0029991,8391
00-0029910,8392
00-0030032,8393
00-0030439,8394
00-0029943,8395
00-0030196,8396
00-0029829,8397
00-0029951,8400
00-0030308,8401
00-0030036,8402
00-0030498,8403
00-0030595,8404
00-0030359,8405
00-0030321,8406
00-0030194,8408
00-0030179,8409
00-0029990,8410
00-0030330,8412
00-0030208,8413
00-0029815,8414
00-0030201,8415
00-0030229,8416
00-0030231,8417
00-0029778,8418
00-0029747,8419
00-0029931,8420
00-0030447,8421
00-0030437,8422
00-0030358,8425
00-0030225,8426
00-0029843,8427
00-0029853,8428
00-0030235,8429
00-0030552,8430
00-0030144,8431
00-0030038,8432
00-0030239,8433
00-0030582,8434
00-0029847,8435
00-0029807,8436
00-0029822,8437
00-0029729,8438
00-0030173,8439
00-0030151,8440
00-0029985,8441
00-0030013,8443
00-0030043,8444
00-0030554,8445
00-0030325,8446
00-0030477,8448
00-0030240,8449
00-0029958,8450
00-0029880,8451
00-0030268,8452
00-0029868,8453
00-0030150,8454
00-0029770,8455
00-0029888,8456
00-0029749,8457
00-0029764,8458
00-0029886,8460
00-0029837,8461
00-0030057,8462
00-0030178,8463
00-0030055,8464
00-0030324,8465
00-0030537,8466
00-0030018,8467
00-0030023,8468
00-0030314,8469
00-0029987,8470
00-0030020,8471
00-0029850,8472
00-0029891,8473
00-0030354,8474
00-0029804,8475
00-0029879,8476
00-0030346,8477
00-0029883,8478
00-0029825,8479
00-0030277,8482
00-0030041,8483
00-0030251,8484
00-0030245,8485
00-0030597,8486
00-0029849,8487
00-0029913,8488
00-0030355,8489
00-0030328,8491
00-0029842,8492
00-0029967,8493
00-0029861,8494
00-0030034,8495
00-0029786,8496
00-0030158,8498
00-0029955,8500
00-0030313,8501
00-0030265,8503
00-0029820,8504
00-0029826,8505
00-0030468,8506
00-0030350,8507
00-0030024,8508
00-0030594,8509
00-0030153,8510
00-0030163,8511
00-0030197,8512
00-0029802,8513
00-0030348,8514
00-0030033,8515
00-0029887,8516
00-0029923,8517
00-0029725,8518
00-0030372,8519
00-0030181,8520
00-0029906,8521
00-0029945,8522
00-0029746,8523
00-0030155,8524
00-0030317,8525
00-0030203,8526
00-0029754,8527
00-0030306,8528
00-0029890,8530
00-0030436,8531
00-0029756,8532
00-0030603,8533
00-0030008,8535
00-0030031,8538
00-0029098,8539
00-0030587,8540
00-0028970,8541
00-0029569,8542
00-0030029,8543
00-0028917,8544
00-0029909,8545
00-0029873,8546
00-0029731,8547
00-0029832,8548
00-0029738,8549
00-0030604,8550
00-0028829,8551
00-0027414,8552
00-0030335,8553
00-0029655,8554
00-0030600,8555
00-0029041,8556
00-0029740,8557
00-0029904,8559
00-0029998,8560
00-0030601,8561
00-0029735,8562
00-0029753,8563
00-0030610,8565
00-0030145,8566
00-0030608,8567
00-0030605,8568
00-0030607,8569
00-0029090,8570
00-0030349,8571
00-0030609,8572
00-0029185,8573
00-0028633,8574
00-0029382,8575
00-0029981,8576
00-0030341,8577
00-0030602,8578
00-0030611,8579
00-0030615,8580
00-0029900,8583
00-0030616,8586
00-0028893,8588
00-0030226,8589
00-0030266,8590
00-0029986,8592
00-0028679,8616
00-0031364,8636
00-0031386,8637
00-0031407,8638
00-0031325,8639
00-0031040,8640
00-0031279,8641
00-0031408,8642
00-0031438,8643
00-0031256,8644
00-0031387,8645
00-0031442,8646
00-0031235,8647
00-0031388,8648
00-0031041,8649
00-0031365,8650
00-0031402,8651
00-0031296,8652
00-0031343,8653
00-0031417,8654
00-0031236,8655
00-0031333,8656
00-0031409,8657
00-0031297,8658
00-0031380,8659
00-0031334,8660
00-0031371,8661
00-0031366,8662
00-0031359,8663
00-0031425,8664
00-0031298,8665
00-0031372,8666
00-0031237,8667
00-0031410,8668
00-0031411,8669
00-0031426,8670
00-0031280,8671
00-0031281,8672
00-0031418,8673
00-0031431,8674
00-0031360,8675
00-0031389,8676
00-0031299,8677
00-0031238,8678
00-0031335,8679
00-0031257,8680
00-0031412,8681
00-0031300,8682
00-0031170,8683
00-0031042,8684
00-0031258,8685
00-0031043,8686
00-0031044,8687
00-0031381,8688
00-0031413,8689
00-0031301,8690
00-0031344,8691
00-0031045,8692
00-0031239,8693
00-0031046,8694
00-0031336,8695
00-0031428,8696
00-0031345,8697
00-0031382,8698
00-0031282,8699
00-0031302,8700
00-0031330,8701
00-0031433,8702
00-0031383,8703
00-0031390,8704
00-0031337,8705
00-0031361,8706
00-0031283,8707
00-0031171,8708
00-0031403,8709
00-0031391,8710
00-0031284,8711
00-0031303,8712
00-0031047,8713
00-0031338,8714
00-0031414,8715
00-0031367,8716
00-0031048,8717
00-0031049,8718
00-0031050,8719
00-0031172,8720
00-0030990,8721
00-0031015,8722
00-0031304,8723
00-0030991,8724
00-0031339,8725
00-0031051,8726
00-0031362,8727
00-0031369,8728
00-0031375,8729
00-0031353,8730
00-0031376,8731
00-0031392,8732
00-0031384,8733
00-0030992,8734
00-0031305,8735
00-0031173,8736
00-0031052,8737
00-0031285,8738
00-0031053,8739
00-0031174,8740
00-0031326,8741
00-0031346,8742
00-0031175,8743
00-0031016,8744
00-0031393,8745
00-0031306,8746
00-0031054,8747
00-0031055,8748
00-0031259,8749
00-0031056,8750
00-0031347,8751
00-0031057,8752
00-0031373,8753
00-0031348,8754
00-0031260,8755
00-0031058,8756
00-0031059,8757
00-0031327,8758
00-0031060,8759
00-0031307,8760
00-0031240,8761
00-0031331,8762
00-0031261,8763
00-0031061,8764
00-0031062,8765
00-0031063,8766
00-0031308,8767
00-0031176,8768
00-0031177,8769
00-0031064,8770
00-0031065,8771
00-0031017,8772
00-0031066,8773
00-0031178,8774
00-0031067,8775
00-0031179,8776
00-0031068,8777
00-0031180,8778
00-0031309,8779
00-0031069,8780
00-0031310,8781
00-0031181,8782
00-0031262,8783
00-0031182,8784
00-0030993,8785
00-0031263,8786
00-0031070,8787
00-0031311,8788
00-0031018,8789
00-0031286,8790
00-0031354,8791
00-0031340,8792
00-0031071,8793
00-0031264,8794
00-0031265,8795
00-0031019,8796
00-0031312,8797
00-0031287,8798
00-0031288,8799
00-0030994,8800
00-0030995,8801
00-0031072,8802
00-0031183,8803
00-0031073,8804
00-0031020,8805
00-0031313,8806
00-0031184,8807
00-0031314,8808
00-0031241,8809
00-0030996,8810
00-0031021,8811
00-0031074,8812
00-0031266,8813
00-0031185,8814
00-0031186,8815
00-0031075,8816
00-0031267,8817
00-0031076,8818
00-0031077,8819
00-0031187,8820
00-0031078,8821
00-0031188,8822
00-0031394,8823
00-0031189,8824
00-0031315,8825
00-0031079,8826
00-0031316,8827
00-0030997,8828
00-0030998,8829
00-0031328,8830
00-0031268,8831
00-0031080,8832
00-0031081,8833
00-0031022,8834
00-0030999,8835
00-0031082,8836
00-0031083,8837
00-0031190,8838
00-0031191,8839
00-0031192,8840
00-0031349,8841
00-0031084,8842
00-0031023,8843
00-0031024,8844
00-0031085,8845
00-0031290,8846
00-0031086,8847
00-0031395,8848
00-0031193,8849
00-0031087,8850
00-0031088,8851
00-0031025,8852
00-0031269,8853
00-0031242,8854
00-0031026,8855
00-0031243,8856
00-0031244,8857
00-0031089,8858
00-0031090,8859
00-0031396,8860
00-0031091,8861
00-0031092,8862
00-0031194,8864
00-0031027,8865
00-0031028,8866
00-0031000,8867
00-0031317,8868
00-0031270,8869
00-0031001,8870
00-0031029,8871
00-0031030,8872
00-0031291,8873
00-0031002,8874
00-0031397,8875
00-0031350,8876
00-0031003,8877
00-0031094,8878
00-0031271,8879
00-0031095,8880
00-0031272,8881
00-0031096,8882
00-0031398,8883
00-0031399,8884
00-0031245,8885
00-0031292,8886
00-0031195,8887
00-0031097,8888
00-0031196,8889
00-0031098,8890
00-0030980,8891
00-0030681,8893
00-0030777,8895
00-0030962,8896
00-0030717,8897
00-0031351,8898
00-0031121,8899
00-0031008,8900
00-0030779,8901
00-0031443,8902
00-0031434,8904
00-0030894,8905
00-0031102,8906
00-0030646,8907
00-0030935,8908
00-0030881,8909
00-0030747,8911
00-0031107,8912
00-0030650,8913
00-0030670,8914
00-0031009,8915
00-0030919,8916
00-0030954,8917
00-0030651,8918
00-0031138,8919
00-0030811,8920
00-0031031,8921
00-0030913,8922
00-0030934,8923
00-0031211,8924
00-0031160,8925
00-0030904,8926
00-0031341,8927
00-0030629,8928
00-0030770,8929
00-0031224,8930
00-0030821,8931
00-0031203,8932
00-0030672,8934
00-0031248,8935
00-0030822,8936
00-0030933,8937
00-0030776,8938
00-0031379,8939
00-0030697,8940
00-0030690,8941
00-0030669,8943
00-0031154,8944
00-0030901,8945
00-0030806,8946
00-0031352,8947
00-0030708,8949
00-0030985,8950
00-0031014,8951
00-0030740,8952
00-0030849,8953
00-0031167,8954
00-0030705,8955
00-0030666,8956
00-0031131,8957
00-0030906,8958
00-0030957,8959
00-0030937,8960
00-0030701,8961
00-0030709,8962
00-0030729,8963
00-0031435,8965
00-0030731,8966
00-0030693,8967
00-0030829,8968
00-0030939,8969
00-0031323,8970
00-0031226,8971
00-0031137,8973
00-0030744,8974
00-0030986,8976
00-0030830,8977
00-0031110,8978
00-0031202,8979
00-0031221,8980
00-0030805,8981
00-0031254,8982
00-0030733,8983
00-0030772,8984
00-0030787,8985
00-0031118,8986
00-0030952,8987
00-0030853,8988
00-0031232,8989
00-0031136,8990
00-0031251,8991
00-0030931,8992
00-0031225,8993
00-0030785,8994
00-0031152,8995
00-0030814,8996
00-0030966,8997
00-0030839,8998
00-0030663,8999
00-0031101,9000
00-0030694,9001
00-0031228,9002
00-0030883,9003
00-0031108,9004
00-0030912,9005
00-0031123,9006
00-0031427,9007
00-0030713,9008
00-0031168,9009
00-0031255,9011
00-0031377,9012
00-0030751,9013
00-0030789,9014
00-0030774,9015
00-0030948,9016
00-0030659,9017
00-0030856,9018
00-0030687,9019
00-0031130,9020
00-0030684,9021
00-0031006,9022
00-0030817,9023
00-0030182,9024
00-0030725,9025
00-0030759,9026
00-0030921,9028
00-0031033,9029
00-0030850,9030
00-0030851,9031
00-0030621,9032
00-0030858,9033
00-0030728,9034
00-0031209,9035
00-0030661,9036
00-0030977,9037
00-0030704,9038
00-0030826,9039
00-0031218,9040
00-0031007,9041
00-0030769,9042
00-0030976,9043
00-0030838,9044
00-0030946,9045
00-0030652,9046
00-0030668,9047
00-0031415,9048
00-0030688,9049
00-0030944,9051
00-0031145,9052
00-0030813,9053
00-0030989,9054
00-0030721,9055
00-0030773,9056
00-0030695,9057
00-0031294,9058
00-0031250,9059
00-0030699,9061
00-0030834,9062
00-0031208,9063
00-0030824,9064
00-0031320,9065
00-0030832,9066
00-0030910,9067
00-0030706,9068
00-0030955,9069
00-0031140,9070
00-0030715,9071
00-0031165,9073
00-0031120,9074
00-0030673,9075
00-0031450,9076
00-0030762,9077
00-0031116,9078
00-0031166,9079
00-0030691,9080
00-0030714,9081
00-0030677,9082
00-0030730,9083
00-0030720,9084
00-0030888,9085
00-0030801,9086
00-0030916,9087
00-0030905,9088
00-0030692,9089
00-0030648,9091
00-0031035,9092
00-0030870,9093
00-0030775,9094
00-0030890,9095
00-0030893,9096
00-0031214,9097
00-0030634,9098
00-0030716,9099
00-0030815,9101
00-0030908,9103
00-0030911,9105
00-0030810,9106
00-0030780,9107
00-0030864,9109
00-0030945,9110
00-0031329,9111
00-0031274,9112
00-0031223,9113
00-0030941,9114
00-0031151,9115
00-0030936,9116
00-0030837,9117
00-0030800,9118
00-0030808,9119
00-0031356,9120
00-0030932,9121
00-0030878,9122
00-0030895,9124
00-0030724,9125
00-0031122,9126
00-0030644,9127
00-0031213,9128
00-0031099,9129
00-0030718,9130
00-0030676,9131
00-0030649,9132
00-0030686,9133
00-0031106,9134
00-0031276,9135
00-0030926,9136
00-0030899,9137
00-0031252,9138
00-0030771,9139
00-0030896,9140
00-0030653,9141
00-0031135,9142
00-0030736,9144
00-0030884,9145
00-0030802,9146
00-0031440,9147
00-0030750,9148
00-0031400,9149
00-0030956,9150
00-0030951,9152
00-0030791,9153
00-0030760,9154
00-0031420,9155
00-0030970,9156
00-0031103,9157
00-0031234,9158
00-0031164,9159
00-0031113,9160
00-0030754,9162
00-0030855,9164
00-0030742,9165
00-0031355,9166
00-0030828,9167
00-0031441,9168
00-0030825,9169
00-0030845,9170
00-0030685,9171
00-0030860,9173
00-0031156,9174
00-0030836,9175
00-0030756,9176
00-0031404,9177
00-0030843,9178
00-0030707,9180
00-0031439,9181
00-0030735,9182
00-0031324,9183
00-0030711,9184
00-0030710,9185
00-0030892,9186
00-0031158,9187
00-0030882,9188
00-0030897,9189
00-0030958,9190
00-0030920,9191
00-0030797,9192
00-0030949,9193
00-0030886,9194
00-0031105,9195
00-0030930,9196
00-0030803,9197
00-0030963,9198
00-0031126,9199
00-0031161,9200
00-0030637,9201
00-0031148,9202
00-0030879,9203
00-0030788,9204
00-0030874,9205
00-0031273,9207
00-0031295,9208
00-0030903,9209
00-0031430,9211
00-0030857,9212
00-0031134,9214
00-0030782,9215
00-0030833,9216
00-0030732,9217
00-0030950,9218
00-0030812,9219
00-0030753,9220
00-0031128,9221
00-0030885,9222
00-0031220,9223
00-0031104,9225
00-0031321,9226
00-0030745,9227
00-0030743,9228
00-0031038,9229
00-0030914,9230
00-0030682,9231
00-0030755,9232
00-0030792,9234
00-0030722,9235
00-0031147,9236
00-0030727,9237
00-0031246,9238
00-0031368,9239
00-0030862,9240
00-0030982,9241
00-0030917,9242
00-0031357,9243
00-0031332,9244
00-0031169,9245
00-0030739,9246
00-0031212,9247
00-0030758,9248
00-0030889,9250
00-0030846,9251
00-0030703,9252
00-0030665,9253
00-0031199,9254
00-0030783,9255
00-0030827,9257
00-0031039,9258
00-0030683,9259
00-0030981,9260
00-0030979,9261
00-0031127,9262
00-0031419,9263
00-0031227,9265
00-0030978,9266
00-0031405,9269
00-0030746,9271
00-0030761,9272
00-0030942,9273
00-0030835,9274
00-0031219,9275
00-0030781,9276
00-0031363,9277
00-0031157,9278
00-0030915,9280
00-0031197,9281
00-0030654,9282
00-0030875,9283
00-0030943,9284
00-0031277,9286
00-0031358,9287
00-0031119,9288
00-0031142,9289
00-0030841,9290
00-0030764,9291
00-0030737,9292
00-0030660,9293
00-0030961,9294
00-0030656,9295
00-0031229,9296
00-0031210,9298
00-0030975,9299
00-0030671,9300
00-0031293,9301
00-0030968,9302
00-0030854,9303
00-0030869,9304
00-0030923,9305
00-0030638,9307
00-0031153,9308
00-0030871,9310
00-0030795,9311
00-0030868,9312
00-0030867,9313
00-0031011,9314
00-0030887,9315
00-0030757,9316
00-0030768,9317
00-0030748,9318
00-0031117,9319
00-0030807,9320
00-0031146,9321
00-0031149,9322
00-0030734,9325
00-0030700,9326
00-0031422,9327
00-0030786,9328
00-0031401,9329
00-0030662,9330
00-0030983,9331
00-0031253,9332
00-0030964,9333
00-0030971,9334
00-0030675,9335
00-0030752,9336
00-0030657,9338
00-0030645,9339
00-0030818,9340
00-0030631,9346
00-0030622,9347
00-0031318,9348
00-0030865,9349
00-0031163,9352
00-0030925,9353
00-0030918,9354
00-0031215,9355
00-0030767,9357
00-0030796,9359
00-0030169,9361
00-0030689,9363
00-0031037,9364
00-0030628,9366
00-0031125,9367
00-0031454,9368
00-0031155,9369
00-0031457,9370
00-0031451,9371
00-0030639,9372
00-0031448,9374
00-0031459,9375
00-0031455,9376
00-0031446,9377
00-0029971,9378
00-0030632,9379
00-0031464,9380
00-0031109,9381
00-0030969,9383
00-0031453,9385
00-0031461,9386
00-0030636,9388
00-0030640,9391
00-0028911,9392
00-0030804,9394
00-0030204,9395
00-0031463,9397
00-0031452,9398
00-0030647,9399
00-0031462,9400
00-0029976,9401
00-0028843,9402
00-0030866,9403
00-0030900,9404
00-0031460,9405
00-0031115,9406
00-0030859,9408
00-0030844,9409
00-0031456,9410
00-0031466,9411
00-0031467,9412
00-0030973,9413
00-0031470,9414
00-0031133,9415
00-0031469,9416
00-0031471,9417
00-0030326,9431
00-0031503,9434
00-0032268,9435
00-0032052,9436
00-0031544,9437
00-0032053,9438
00-0031933,9439
00-0031545,9440
00-0032240,9441
00-0032259,9442
00-0032241,9443
00-0031546,9444
00-0032143,9445
00-0032203,9446
00-0031547,9447
00-0032144,9448
00-0031548,9449
00-0032164,9450
00-0032165,9451
00-0032145,9452
00-0031549,9453
00-0032233,9454
00-0032146,9455
00-0032221,9456
00-0032222,9457
00-0031550,9458
00-0032054,9459
00-0032239,9460
00-0032234,9461
00-0032208,9462
00-0032251,9463
00-0032102,9464
00-0032261,9465
00-0032262,9466
00-0032217,9467
00-0032265,9468
00-0032209,9469
00-0031934,9470
00-0031935,9471
00-0031551,9472
00-0032218,9473
00-0032055,9474
00-0031552,9475
00-0031553,9476
00-0032056,9477
00-0031554,9478
00-0032057,9479
00-0031555,9480
00-0032103,9481
00-0031936,9482
00-0032195,9483
00-0031556,9484
00-0031557,9485
00-0032196,9486
00-0032104,9487
00-0031558,9488
00-0032242,9490
00-0032127,9491
00-0032147,9492
00-0032197,9493
00-0032243,9494
00-0031937,9495
00-0032210,9496
00-0031559,9497
00-0032271,9498
00-0032263,9499
00-0032255,9500
00-0032256,9501
00-0032211,9502
00-0031560,9503
00-0031561,9504
00-0032244,9505
00-0032058,9506
00-0031562,9507
00-0032148,9508
00-0032128,9509
00-0032257,9510
00-0032059,9511
00-0032060,9512
00-0031563,9513
00-0032149,9514
00-0031564,9515
00-0032106,9516
00-0032129,9517
00-0032214,9518
00-0032187,9519
00-0032166,9520
00-0031565,9521
00-0032245,9522
00-0031938,9523
00-0032204,9524
00-0032227,9525
00-0032269,9526
00-0032200,9527
00-0031939,9528
00-0032061,9529
00-0031940,9530
00-0032150,9531
00-0032167,9532
00-0032107,9533
00-0031566,9534
00-0031567,9535
00-0031568,9536
00-0032108,9537
00-0031941,9538
00-0031569,9539
00-0031570,9540
00-0032130,9541
00-0031571,9542
00-0031572,9543
00-0031573,9544
00-0031942,9545
00-0031574,9546
00-0031575,9547
00-0032198,9548
00-0032131,9549
00-0032062,9550
00-0031943,9551
00-0032246,9552
00-0032168,9553
00-0031944,9554
00-0031576,9555
00-0032188,9556
00-0032109,9557
00-0031577,9558
00-0032063,9559
00-0032215,9560
00-0032151,9561
00-0031578,9562
00-0031579,9563
00-0031580,9564
00-0032064,9565
00-0032132,9566
00-0031581,9567
00-0032169,9568
00-0031582,9569
00-0031583,9570
00-0032133,9571
00-0032170,9572
00-0032201,9573
00-0031945,9574
00-0031584,9575
00-0031585,9576
00-0031586,9577
00-0031587,9578
00-0031588,9579
00-0031589,9580
00-0031946,9581
00-0031590,9582
00-0031591,9583
00-0031592,9584
00-0031593,9585
00-0032110,9586
00-0031947,9587
00-0032152,9588
00-0031594,9589
00-0032134,9590
00-0032111,9591
00-0032112,9592
00-0032135,9593
00-0032205,9594
00-0032113,9595
00-0031948,9596
00-0032136,9597
00-0032065,9598
00-0032228,9599
00-0031949,9600
00-0031595,9601
00-0031596,9602
00-0031597,9603
00-0031598,9604
00-0031950,9605
00-0031951,9606
00-0031599,9607
00-0031600,9608
00-0031601,9609
00-0032114,9610
00-0031602,9611
00-0032153,9612
00-0032154,9613
00-0031952,9614
00-0032066,9615
00-0031603,9616
00-0032115,9617
00-0031604,9618
00-0031953,9619
00-0031954,9620
00-0032189,9621
00-0031955,9622
00-0032067,9623
00-0032137,9624
00-0032116,9625
00-0031605,9626
00-0032117,9627
00-0032068,9628
00-0031606,9629
00-0032069,9630
00-0031533,9631
00-0031607,9632
00-0031608,9633
00-0031609,9635
00-0032138,9636
00-0031610,9637
00-0031611,9638
00-0031612,9639
00-0031613,9640
00-0032118,9641
00-0031614,9642
00-0031615,9643
00-0031616,9644
00-0031956,9645
00-0031617,9646
00-0031618,9647
00-0032247,9648
00-0031619,9649
00-0031957,9650
00-0032119,9651
00-0032171,9652
00-0032120,9653
00-0032121,9654
00-0031958,9655
00-0031620,9656
00-0032248,9657
00-0031621,9658
00-0031622,9659
00-0032249,9660
00-0031623,9661
00-0032139,9662
00-0031959,9663
00-0032122,9664
00-0031624,9665
00-0031960,9666
00-0032070,9667
00-0031625,9668
00-0031961,9669
00-0031626,9670
00-0031962,9671
00-0031627,9673
00-0032212,9675
00-0032155,9676
00-0032071,9677
00-0032123,9678
00-0032141,9679
00-0031628,9680
00-0031629,9681
00-0031630,9682
00-0032156,9683
00-0032157,9684
00-0032158,9685
00-0031631,9686
00-0032072,9687
00-0031632,9688
00-0032190,9689
00-0031504,9690
00-0031505,9691
00-0031506,9692
00-0031508,9694
00-0031509,9695
00-0031510,9696
00-0031511,9697
00-0031512,9698
00-0031513,9699
00-0031514,9700
00-0031515,9701
00-0031518,9704
00-0031520,9706
00-0031521,9707
00-0031523,9709
00-0031525,9711
00-0031526,9712
00-0031527,9713
00-0031528,9714
00-0031529,9715
00-0031531,9717
00-0031532,9718
00-0031534,9719
00-0031536,9721
00-0031537,9722
00-0031538,9723
00-0031541,9726
00-0031542,9727
00-0031543,9728
00-0031634,9730
00-0031635,9731
00-0031636,9732
00-0031637,9733
00-0031638,9734
00-0031639,9735
00-0031640,9736
00-0031642,9738
00-0031644,9740
00-0031645,9741
00-0031646,9742
00-0031647,9743
00-0031648,9744
00-0031651,9747
00-0031653,9749
00-0031654,9750
00-0031657,9753
00-0031658,9754
00-0031659,9755
00-0031660,9756
00-0031661,9757
00-0031662,9758
00-0031664,9760
00-0031665,9761
00-0031666,9762
00-0031668,9764
00-0031672,9768
00-0031673,9769
00-0031674,9770
00-0031676,9772
00-0031678,9774
00-0031679,9775
00-0031680,9776
00-0031681,9777
00-0031682,9778
00-0031684,9780
00-0031685,9781
00-0031686,9782
00-0031687,9783
00-0031688,9784
00-0031690,9786
00-0031691,9787
00-0031693,9789
00-0031694,9790
00-0031696,9792
00-0031697,9793
00-0031698,9794
00-0031699,9795
00-0031700,9796
00-0031701,9797
00-0031702,9798
00-0031703,9799
00-0031704,9800
00-0031705,9801
00-0031706,9802
00-0031707,9803
00-0031709,9805
00-0031710,9806
00-0031711,9807
00-0031713,9809
00-0031714,9810
00-0031716,9812
00-0031717,9813
00-0031719,9815
00-0031720,9816
00-0031721,9817
00-0031722,9818
00-0031723,9819
00-0031725,9821
00-0031727,9823
00-0031728,9824
00-0031729,9825
00-0031730,9826
00-0031731,9827
00-0031732,9828
00-0031733,9829
00-0031734,9830
00-0031736,9832
00-0031738,9834
00-0031739,9835
00-0031740,9836
00-0031741,9837
00-0031743,9839
00-0031744,9840
00-0031746,9842
00-0031747,9843
00-0031748,9844
00-0031749,9845
00-0031750,9846
00-0031751,9847
00-0031753,9849
00-0031754,9850
00-0031755,9851
00-0031756,9852
00-0031757,9853
00-0031761,9857
00-0031762,9858
00-0031763,9859
00-0031764,9860
00-0031765,9861
00-0031766,9862
00-0031768,9864
00-0031770,9866
00-0031771,9867
00-0031773,9869
00-0031774,9870
00-0031776,9872
00-0031777,9873
00-0031778,9874
00-0031779,9875
00-0031782,9878
00-0031784,9880
00-0031785,9881
00-0031786,9882
00-0031787,9883
00-0031788,9884
00-0031790,9886
00-0031791,9887
00-0031792,9888
00-0031793,9889
00-0031794,9890
00-0031795,9891
00-0031796,9892
00-0031797,9893
00-0031798,9894
00-0031799,9895
00-0031800,9896
00-0031801,9897
00-0031803,9899
00-0031805,9901
00-0031806,9902
00-0031807,9903
00-0031808,9904
00-0031810,9906
00-0031811,9907
00-0031812,9908
00-0031813,9909
00-0031814,9910
00-0031815,9911
00-0031816,9912
00-0031817,9913
00-0031818,9914
00-0031819,9915
00-0031820,9916
00-0031821,9917
00-0031826,9922
00-0031827,9923
00-0031828,9924
00-0031829,9925
00-0031830,9926
00-0031831,9927
00-0031832,9928
00-0031833,9929
00-0031834,9930
00-0031835,9931
00-0031836,9932
00-0031837,9933
00-0031838,9934
00-0031840,9936
00-0031841,9937
00-0031843,9939
00-0031844,9940
00-0031845,9941
00-0031846,9942
00-0031847,9943
00-0031848,9944
00-0031849,9945
00-0031851,9947
00-0031852,9948
00-0031854,9950
00-0031855,9951
00-0031856,9952
00-0031857,9953
00-0031859,9955
00-0031860,9956
00-0031861,9957
00-0031862,9958
00-0031864,9960
00-0031865,9961
00-0031866,9962
00-0031867,9963
00-0031868,9964
00-0031870,9966
00-0031871,9967
00-0031872,9968
00-0031874,9970
00-0031875,9971
00-0031877,9973
00-0031878,9974
00-0031879,9975
00-0031880,9976
00-0031882,9978
00-0031883,9979
00-0031884,9980
00-0031885,9981
00-0031886,9982
00-0031888,9984
00-0031890,9986
00-0031891,9987
00-0031893,9989
00-0031894,9990
00-0031895,9991
00-0031896,9992
00-0031897,9993
00-0031898,9994
00-0031900,9996
00-0031901,9997
00-0031902,9998
00-0031903,9999
00-0031904,10000
00-0031905,10001
00-0031907,10003
00-0031909,10005
00-0031910,10006
00-0031911,10007
00-0031912,10008
00-0031913,10009
00-0031914,10010
00-0031915,10011
00-0031917,10013
00-0031919,10015
00-0031921,10017
00-0031922,10018
00-0031923,10019
00-0031924,10020
00-0031925,10021
00-0031926,10022
00-0031928,10024
00-0031929,10025
00-0031930,10026
00-0031931,10027
00-0031932,10028
00-0031963,10029
00-0031965,10031
00-0031967,10033
00-0031968,10034
00-0031969,10035
00-0031970,10036
00-0031972,10038
00-0031975,10041
00-0031976,10042
00-0031977,10043
00-0031978,10044
00-0031979,10045
00-0031980,10046
00-0031981,10047
00-0031982,10048
00-0031983,10049
00-0031984,10050
00-0031985,10051
00-0031986,10052
00-0031987,10053
00-0031988,10054
00-0031989,10055
00-0031990,10056
00-0031991,10057
00-0031992,10058
00-0031994,10060
00-0031995,10061
00-0031996,10062
00-0031997,10063
00-0031998,10064
00-0031999,10065
00-0032000,10066
00-0032001,10067
00-0032002,10068
00-0032004,10070
00-0032005,10071
00-0032006,10072
00-0032007,10073
00-0032008,10074
00-0032009,10075
00-0032011,10077
00-0032012,10078
00-0032013,10079
00-0032014,10080
00-0032015,10081
00-0032016,10082
00-0032017,10083
00-0032018,10084
00-0032073,10085
00-0032019,10086
00-0032020,10087
00-0032022,10089
00-0032024,10091
00-0032025,10092
00-0032026,10093
00-0032028,10095
00-0032029,10096
00-0032031,10098
00-0032032,10099
00-0032033,10100
00-0032034,10101
00-0032035,10102
00-0032036,10103
00-0032037,10104
00-0032041,10108
00-0032042,10109
00-0032043,10110
00-0032044,10111
00-0032045,10112
00-0032047,10114
00-0032048,10115
00-0032050,10117
00-0032051,10118
00-0032074,10120
00-0032075,10121
00-0032077,10123
00-0032078,10124
00-0032080,10126
00-0032081,10127
00-0032082,10128
00-0032084,10130
00-0032085,10131
00-0032086,10132
00-0032087,10133
00-0032088,10134
00-0032089,10135
00-0032090,10136
00-0032092,10138
00-0032093,10139
00-0032094,10140
00-0032095,10141
00-0032097,10143
00-0032098,10144
00-0032099,10145
00-0032100,10146
